rank,candidate_id,job_role,final_score,scoring_mode,skill_score,experience_score,education_score,semantic_score,rating,recommendation,priority,zone,explanation,bias_flags,missing_scores,rejection_reasons,source_file
346,Amala_Resume_DS_DA_2026__skills,ehr data analyst,51.0,passthrough,90.0,45.0,36.0,3.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.0 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=45.",,,,Amala_Resume_DS_DA_2026__skills__EHR_Data_Analyst_Electronic_Health_parsed_jd.json
347,Amala_Resume_DS_DA_2026__skills,data entry analyst (healthcare),50.9,passthrough,90.0,42.0,36.0,13.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.9 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__Data_Entry_Analyst_Healthcare_parsed_jd.json
348,Resume_1_Healthcare_Data_Analyst_Junior_skills,clinical informatics analyst,50.85,passthrough,90.0,26.0,53.0,18.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.85 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=26.",,,,ranked_Clinical_Informatics_Analyst_parsed_jd.json
349,Resume_5_Health_Information_Analyst_skills,genomics data analyst,50.85,passthrough,84.0,40.0,51.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.85 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=84, Experience=40.",,,,ranked_Genomics_Data_Analyst_parsed_jd.json
350,Amala_Resume_DS_DA_2026__skills,healthcare bi (business intelligence) analyst,50.8,passthrough,90.0,41.0,36.0,8.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.8 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=41.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_BI__Business_Intelligence__Analyst_parsed_jd.json
351,Amala_Resume_DS_DA_2026__skills,insurance claims analyst,50.8,passthrough,90.0,39.0,36.0,11.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.8 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=39.",,,,Amala_Resume_DS_DA_2026__skills__Insurance_Claims_Analyst_parsed_jd.json
352,Amala_Resume_DS_DA_2026__skills,healthcare analytics consultant,50.7,passthrough,90.0,42.0,36.0,6.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.7 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Analytics_Consultant_parsed_jd.json
353,Amala_Resume_DS_DA_2026__skills,patient experience analyst,50.7,passthrough,90.0,42.0,36.0,6.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.7 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__Patient_Experience_Analyst_parsed_jd.json
354,Amala_Resume_DS_DA_2026__skills,clinical research data analyst,50.7,passthrough,90.0,38.0,36.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.7 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=38.",,,,Amala_Resume_DS_DA_2026__skills__Clinical_Research_Data_Analyst_parsed_jd.json
355,Resume_5_Health_Information_Analyst_skills,epidemiologist,50.65,passthrough,84.0,42.0,51.0,5.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.65 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=84, Experience=42.",,,,ranked_epidemiologist_datafocused_parsed_jd.json
356,Resume_7_Health_Informatics_Analyst_skills,ehr data analyst,50.65,passthrough,80.0,20.0,35.0,57.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.65 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=80, Experience=20.",,,,ranked_EHR_Data_Analyst_Electronic_Health_parsed_jd.json
357,Amala_Resume_DS_DA_2026__skills,clinical trials data manager,50.6,passthrough,90.0,47.0,36.0,6.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.6 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=47.",,,,Amala_Resume_DS_DA_2026__skills__Clinical_Trials_Data_Manager_parsed_jd.json
358,Amala_Resume_DS_DA_2026__skills,healthcare risk analyst,50.6,passthrough,90.0,41.0,36.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.6 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=41.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Risk_Analyst_parsed_jd.json
359,Amala_Resume_DS_DA_2026__skills,fraud & compliance analyst,50.5,passthrough,90.0,40.0,36.0,8.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.5 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=40.",,,,Amala_Resume_DS_DA_2026__skills__fraud_compliance_analyst_parsed_jd.json
360,Resume_5_Health_Information_Analyst_skills,revenue cycle data analyst,50.45,passthrough,84.0,40.0,51.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.45 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=84, Experience=40.",,,,ranked_Revenue_Cycle_Data_Analyst_parsed_jd.json
361,Amala_Resume_DS_DA_2026__skills,healthcare business analyst,50.4,passthrough,90.0,41.0,36.0,6.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.4 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=41.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Business_Analyst_parsed_jd.json
362,Amala_Resume_DS_DA_2026__skills,healthcare financial analyst,50.3,passthrough,90.0,40.0,36.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.3 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=40.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Financial_Analyst_parsed_jd.json
363,Amala_Resume_DS_DA_2026__skills,biostatistician,50.3,passthrough,90.0,38.0,36.0,10.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.3 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=38.",,,,Amala_Resume_DS_DA_2026__skills__Biostatistician_parsed_jd.json
364,Resume_1_Healthcare_Data_Analyst_Junior_skills,patient experience analyst,50.25,passthrough,90.0,20.0,53.0,24.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.25 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=20.",,,,ranked_Patient_Experience_Analyst_parsed_jd.json
365,Amala_Resume_DS_DA_2026__skills,health informatics specialist,50.2,passthrough,90.0,43.0,36.0,2.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.2 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=43.",,,,Amala_Resume_DS_DA_2026__skills__Health_Informatics_Specialist_parsed_jd.json
366,Amala_Resume_DS_DA_2026__skills,digital health analyst,50.2,passthrough,90.0,41.0,36.0,5.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.2 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=41.",,,,Amala_Resume_DS_DA_2026__skills__Digital_Health_Analyst_parsed_jd.json
367,Resume_5_Health_Information_Analyst_skills,clinical research data analyst,50.15,passthrough,84.0,37.0,51.0,10.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.15 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=84, Experience=37.",,,,ranked_Clinical_Research_Data_Analyst_parsed_jd.json
368,Amala_Resume_DS_DA_2026__skills,health information systems analyst,50.1,passthrough,90.0,44.0,36.0,0.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.1 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=44.",,,,Amala_Resume_DS_DA_2026__skills__Health_Information_Systems_Analyst_parsed_jd.json
369,Amala_Resume_DS_DA_2026__skills,health policy analyst,50.1,passthrough,90.0,44.0,36.0,0.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.1 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=44.",,,,Amala_Resume_DS_DA_2026__skills__Health_Policy_Analyst_parsed_jd.json
370,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare statistician,50.05,passthrough,90.0,24.0,53.0,17.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.05 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=24.",,,,ranked_healthcare_statistician_biostatistician_parsed_jd.json
