rank,candidate_id,job_role,final_score,scoring_mode,skill_score,experience_score,education_score,semantic_score,rating,recommendation,priority,zone,explanation,bias_flags,missing_scores,rejection_reasons,source_file
335,Amala_Resume_DS_DA_2026__skills,quality improvement analyst (healthcare),51.5,passthrough,90.0,44.0,36.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.5 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=44.",,,,Amala_Resume_DS_DA_2026__skills__quality_improvement_analyst__healthcare__parsed_jd.json
336,Resume_5_Health_Information_Analyst_skills,healthcare statistician,51.45,passthrough,84.0,44.0,51.0,6.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.45 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=84, Experience=44.",,,,ranked_healthcare_statistician_biostatistician_parsed_jd.json
337,Amala_Resume_DS_DA_2026__skills,claims data analyst,51.4,passthrough,90.0,43.0,36.0,8.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.4 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=43.",,,,Amala_Resume_DS_DA_2026__skills__Claims_Data_Analyst_Insurance_parsed_jd.json
338,Amala_Resume_DS_DA_2026__skills,medical data analyst,51.3,passthrough,90.0,42.0,36.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.3 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__Medical_Data_Analyst_parsed_jd.json
339,Amala_Resume_DS_DA_2026__skills,senior clinical data analyst,51.3,passthrough,90.0,40.0,36.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.3 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=40.",,,,Amala_Resume_DS_DA_2026__skills__Senior_Clinical_Data_Analyst_parsed_jd.json
340,Resume_5_Health_Information_Analyst_skills,quality improvement analyst (healthcare),51.25,passthrough,84.0,44.0,51.0,5.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.25 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=84, Experience=44.",,,,ranked_quality_improvement_analyst_(healthcare)_parsed_jd.json
341,Resume_5_Health_Information_Analyst_skills,data analytics trainer,51.25,passthrough,84.0,42.0,51.0,8.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.25 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=84, Experience=42.",,,,ranked_Data_Analytics_Trainer_Healthcare_parsed_jd.json
342,Resume_5_Health_Information_Analyst_skills,medical billing data analyst,51.25,passthrough,84.0,40.0,51.0,11.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.25 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=84, Experience=40.",,,,ranked_Medical_Billing_Data_Analyst_parsed_jd.json
343,Amala_Resume_DS_DA_2026__skills,wearable health data analyst,51.2,passthrough,90.0,43.0,36.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.2 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=43.",,,,Amala_Resume_DS_DA_2026__skills__Wearable_Health_Data_Analyst_parsed_jd.json
344,Resume_5_Health_Information_Analyst_skills,predictive analytics specialist,51.15,passthrough,84.0,45.0,51.0,3.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.15 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=84, Experience=45.",,,,ranked_Predictive_Analytics_Specialist_parsed_jd.json
345,Amala_Resume_DS_DA_2026__skills,health information analyst,51.0,passthrough,90.0,47.0,36.0,0.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.0 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=47.",,,,Amala_Resume_DS_DA_2026__skills__Health_Information_Analyst_parsed_jd.json
346,Amala_Resume_DS_DA_2026__skills,ehr data analyst,51.0,passthrough,90.0,45.0,36.0,3.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.0 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=45.",,,,Amala_Resume_DS_DA_2026__skills__EHR_Data_Analyst_Electronic_Health_parsed_jd.json
347,Amala_Resume_DS_DA_2026__skills,data entry analyst (healthcare),50.9,passthrough,90.0,42.0,36.0,13.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.9 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__Data_Entry_Analyst_Healthcare_parsed_jd.json
348,Resume_1_Healthcare_Data_Analyst_Junior_skills,clinical informatics analyst,50.85,passthrough,90.0,26.0,53.0,18.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.85 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=26.",,,,ranked_Clinical_Informatics_Analyst_parsed_jd.json
349,Resume_5_Health_Information_Analyst_skills,genomics data analyst,50.85,passthrough,84.0,40.0,51.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.85 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=84, Experience=40.",,,,ranked_Genomics_Data_Analyst_parsed_jd.json
350,Amala_Resume_DS_DA_2026__skills,healthcare bi (business intelligence) analyst,50.8,passthrough,90.0,41.0,36.0,8.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.8 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=41.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_BI__Business_Intelligence__Analyst_parsed_jd.json
351,Amala_Resume_DS_DA_2026__skills,insurance claims analyst,50.8,passthrough,90.0,39.0,36.0,11.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.8 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=39.",,,,Amala_Resume_DS_DA_2026__skills__Insurance_Claims_Analyst_parsed_jd.json
352,Amala_Resume_DS_DA_2026__skills,healthcare analytics consultant,50.7,passthrough,90.0,42.0,36.0,6.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.7 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Analytics_Consultant_parsed_jd.json
353,Amala_Resume_DS_DA_2026__skills,patient experience analyst,50.7,passthrough,90.0,42.0,36.0,6.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.7 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__Patient_Experience_Analyst_parsed_jd.json
354,Amala_Resume_DS_DA_2026__skills,clinical research data analyst,50.7,passthrough,90.0,38.0,36.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.7 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=38.",,,,Amala_Resume_DS_DA_2026__skills__Clinical_Research_Data_Analyst_parsed_jd.json
355,Resume_5_Health_Information_Analyst_skills,epidemiologist,50.65,passthrough,84.0,42.0,51.0,5.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.65 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=84, Experience=42.",,,,ranked_epidemiologist_datafocused_parsed_jd.json
356,Resume_7_Health_Informatics_Analyst_skills,ehr data analyst,50.65,passthrough,80.0,20.0,35.0,57.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.65 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=80, Experience=20.",,,,ranked_EHR_Data_Analyst_Electronic_Health_parsed_jd.json
357,Amala_Resume_DS_DA_2026__skills,clinical trials data manager,50.6,passthrough,90.0,47.0,36.0,6.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.6 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=47.",,,,Amala_Resume_DS_DA_2026__skills__Clinical_Trials_Data_Manager_parsed_jd.json
358,Amala_Resume_DS_DA_2026__skills,healthcare risk analyst,50.6,passthrough,90.0,41.0,36.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.6 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=41.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Risk_Analyst_parsed_jd.json
359,Amala_Resume_DS_DA_2026__skills,fraud & compliance analyst,50.5,passthrough,90.0,40.0,36.0,8.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.5 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=40.",,,,Amala_Resume_DS_DA_2026__skills__fraud_compliance_analyst_parsed_jd.json
360,Resume_5_Health_Information_Analyst_skills,revenue cycle data analyst,50.45,passthrough,84.0,40.0,51.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.45 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=84, Experience=40.",,,,ranked_Revenue_Cycle_Data_Analyst_parsed_jd.json
361,Amala_Resume_DS_DA_2026__skills,healthcare business analyst,50.4,passthrough,90.0,41.0,36.0,6.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.4 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=41.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Business_Analyst_parsed_jd.json
362,Amala_Resume_DS_DA_2026__skills,healthcare financial analyst,50.3,passthrough,90.0,40.0,36.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.3 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=40.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Financial_Analyst_parsed_jd.json
363,Amala_Resume_DS_DA_2026__skills,biostatistician,50.3,passthrough,90.0,38.0,36.0,10.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.3 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=38.",,,,Amala_Resume_DS_DA_2026__skills__Biostatistician_parsed_jd.json
364,Resume_1_Healthcare_Data_Analyst_Junior_skills,patient experience analyst,50.25,passthrough,90.0,20.0,53.0,24.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.25 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=20.",,,,ranked_Patient_Experience_Analyst_parsed_jd.json
365,Amala_Resume_DS_DA_2026__skills,health informatics specialist,50.2,passthrough,90.0,43.0,36.0,2.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.2 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=43.",,,,Amala_Resume_DS_DA_2026__skills__Health_Informatics_Specialist_parsed_jd.json
366,Amala_Resume_DS_DA_2026__skills,digital health analyst,50.2,passthrough,90.0,41.0,36.0,5.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.2 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=41.",,,,Amala_Resume_DS_DA_2026__skills__Digital_Health_Analyst_parsed_jd.json
367,Resume_5_Health_Information_Analyst_skills,clinical research data analyst,50.15,passthrough,84.0,37.0,51.0,10.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.15 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=84, Experience=37.",,,,ranked_Clinical_Research_Data_Analyst_parsed_jd.json
368,Amala_Resume_DS_DA_2026__skills,health information systems analyst,50.1,passthrough,90.0,44.0,36.0,0.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.1 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=44.",,,,Amala_Resume_DS_DA_2026__skills__Health_Information_Systems_Analyst_parsed_jd.json
369,Amala_Resume_DS_DA_2026__skills,health policy analyst,50.1,passthrough,90.0,44.0,36.0,0.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.1 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=44.",,,,Amala_Resume_DS_DA_2026__skills__Health_Policy_Analyst_parsed_jd.json
370,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare statistician,50.05,passthrough,90.0,24.0,53.0,17.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=50.05 between 50.0 and 70.0. Top drivers: ATS match=50, Skill match=90, Experience=24.",,,,ranked_healthcare_statistician_biostatistician_parsed_jd.json
371,Amala_Resume_DS_DA_2026__skills,remote clinical data analyst,49.9,passthrough,90.0,38.0,36.0,8.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=49.9 < 50.0. Top drivers: ATS match=50, Skill match=90, Experience=38.",,,below_review_threshold (49.9 < 50.0),Amala_Resume_DS_DA_2026__skills__Remote_Clinical_Data_Analyst_parsed_jd.json
372,Amala_Resume_DS_DA_2026__skills,healthcare statistician,49.9,passthrough,90.0,36.0,36.0,11.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=49.9 < 50.0. Top drivers: ATS match=50, Skill match=90, Experience=36.",,,below_review_threshold (49.9 < 50.0),Amala_Resume_DS_DA_2026__skills__healthcare_statistician_biostatistician_parsed_jd.json
373,Resume_4_Medical_Data_Analyst_skills,healthcare data architect,49.9,passthrough,90.0,8.0,46.0,14.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=49.9 < 50.0. Top drivers: ATS match=50, Skill match=90, Experience=8.",,,below_review_threshold (49.9 < 50.0),ranked_Healthcare_Data_Architect_parsed_jd.json
374,Resume_5_Health_Information_Analyst_skills,clinical trials data manager,49.7,passthrough,84.0,44.0,51.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=49.7 < 50.0. Top drivers: ATS match=50, Skill match=84, Experience=44.",,,below_review_threshold (49.7 < 50.0),ranked_Clinical_Trials_Data_Manager_parsed_jd.json
375,Resume_5_Health_Information_Analyst_skills,biostatistician,49.65,passthrough,84.0,40.0,51.0,3.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=49.65 < 50.0. Top drivers: ATS match=50, Skill match=84, Experience=40.",,,below_review_threshold (49.65 < 50.0),ranked_Biostatistician_parsed_jd.json
376,Resume_4_Medical_Data_Analyst_skills,healthcare dashboard developer,49.4,passthrough,90.0,6.0,46.0,14.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=49.4 < 50.0. Top drivers: ATS match=49, Skill match=90, Experience=6.",,,below_review_threshold (49.4 < 50.0),ranked_Healthcare_Dashboard_Developer_parsed_jd.json
377,Resume_1_Healthcare_Data_Analyst_Junior_skills,cost & utilization analyst,49.25,passthrough,90.0,24.0,53.0,13.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=49.25 < 50.0. Top drivers: ATS match=49, Skill match=90, Experience=24.",,,below_review_threshold (49.25 < 50.0),ranked_cost_utilization_analyst_healthcare_parsed_jd.json
378,Resume_5_Health_Information_Analyst_skills,epidemiology data analyst,49.25,passthrough,84.0,36.0,51.0,7.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=49.25 < 50.0. Top drivers: ATS match=49, Skill match=84, Experience=36.",,,below_review_threshold (49.25 < 50.0),ranked_Epidemiology_Data_Analyst_parsed_jd.json
379,Resume_4_Medical_Data_Analyst_skills,epidemiologist,49.2,passthrough,90.0,30.0,46.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=49.2 < 50.0. Top drivers: ATS match=49, Skill match=90, Experience=30.",,,below_review_threshold (49.2 < 50.0),ranked_epidemiologist_datafocused_parsed_jd.json
380,Resume_4_Medical_Data_Analyst_skills,epidemiology data analyst,49.2,passthrough,90.0,28.0,46.0,12.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=49.2 < 50.0. Top drivers: ATS match=49, Skill match=90, Experience=28.",,,below_review_threshold (49.2 < 50.0),ranked_Epidemiology_Data_Analyst_parsed_jd.json
381,Resume_1_Healthcare_Data_Analyst_Junior_skills,ai specialist in healthcare analytics,49.15,passthrough,90.0,29.0,53.0,5.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=49.15 < 50.0. Top drivers: ATS match=49, Skill match=90, Experience=29.",,,below_review_threshold (49.15 < 50.0),ranked_ai_specialist_in_healthcare_analytics_parsed_jd.json
382,Resume_1_Healthcare_Data_Analyst_Junior_skills,fraud & compliance analyst,49.05,passthrough,90.0,22.0,53.0,15.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=49.05 < 50.0. Top drivers: ATS match=49, Skill match=90, Experience=22.",,,below_review_threshold (49.05 < 50.0),ranked_fraud_compliance_analyst_parsed_jd.json
383,Amala_Resume_DS_DA_2026__skills,clinical informatics analyst,49.0,passthrough,90.0,39.0,36.0,2.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=49.0 < 50.0. Top drivers: ATS match=49, Skill match=90, Experience=39.",,,below_review_threshold (49.0 < 50.0),Amala_Resume_DS_DA_2026__skills__Clinical_Informatics_Analyst_parsed_jd.json
384,Resume_5_Health_Information_Analyst_skills,claims data analyst,48.95,passthrough,84.0,35.0,51.0,7.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=48.95 < 50.0. Top drivers: ATS match=49, Skill match=84, Experience=35.",,,below_review_threshold (48.95 < 50.0),ranked_Claims_Data_Analyst_Insurance_parsed_jd.json
385,Resume_1_Healthcare_Data_Analyst_Junior_skills,director of healthcare analytics,48.5,passthrough,90.0,36.0,53.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=48.5 < 50.0. Top drivers: ATS match=48, Skill match=90, Experience=36.",,,below_review_threshold (48.5 < 50.0),ranked_Director_of_Healthcare_Analytics_parsed_jd.json
386,Resume_5_Health_Information_Analyst_skills,director of healthcare analytics,48.5,passthrough,84.0,44.0,51.0,3.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=48.5 < 50.0. Top drivers: ATS match=48, Skill match=84, Experience=44.",,,below_review_threshold (48.5 < 50.0),ranked_Director_of_Healthcare_Analytics_parsed_jd.json
387,Resume_5_Health_Information_Analyst_skills,chief data officer,48.35,passthrough,84.0,33.0,51.0,7.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=48.35 < 50.0. Top drivers: ATS match=48, Skill match=84, Experience=33.",,,below_review_threshold (48.35 < 50.0),ranked_Chief_Data_Officer_Healthcare_parsed_jd.json
388,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare data science manager,48.3,passthrough,90.0,36.0,53.0,8.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=48.3 < 50.0. Top drivers: ATS match=48, Skill match=90, Experience=36.",,,below_review_threshold (48.3 < 50.0),ranked_Healthcare_Data_Science_Manager_parsed_jd.json
389,Amala_Resume_DS_DA_2026__skills,head of health informatics,48.2,passthrough,90.0,44.0,36.0,0.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=48.2 < 50.0. Top drivers: ATS match=48, Skill match=90, Experience=44.",,,below_review_threshold (48.2 < 50.0),Amala_Resume_DS_DA_2026__skills__Head_of_Health_Informatics_parsed_jd.json
390,Resume_4_Medical_Data_Analyst_skills,remote clinical data analyst,48.2,passthrough,90.0,12.0,46.0,31.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=48.2 < 50.0. Top drivers: ATS match=48, Skill match=90, Experience=12.",,,below_review_threshold (48.2 < 50.0),ranked_Remote_Clinical_Data_Analyst_parsed_jd.json
391,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare analytics manager,48.1,passthrough,90.0,35.0,53.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=48.1 < 50.0. Top drivers: ATS match=48, Skill match=90, Experience=35.",,,below_review_threshold (48.1 < 50.0),ranked_Healthcare_Analytics_Manager_parsed_jd.json
392,Resume_1_Healthcare_Data_Analyst_Junior_skills,chief data officer,48.05,passthrough,90.0,22.0,53.0,10.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=48.05 < 50.0. Top drivers: ATS match=48, Skill match=90, Experience=22.",,,below_review_threshold (48.05 < 50.0),ranked_Chief_Data_Officer_Healthcare_parsed_jd.json
393,Resume_7_Health_Informatics_Analyst_skills,health informatics specialist,48.05,passthrough,80.0,14.0,35.0,53.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=48.05 < 50.0. Top drivers: ATS match=48, Skill match=80, Experience=14.",,,below_review_threshold (48.05 < 50.0),ranked_Health_Informatics_Specialist_parsed_jd.json
394,Resume_1_Healthcare_Data_Analyst_Junior_skills,epidemiologist,47.95,passthrough,90.0,19.0,53.0,14.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=47.95 < 50.0. Top drivers: ATS match=48, Skill match=90, Experience=19.",,,below_review_threshold (47.95 < 50.0),ranked_epidemiologist_datafocused_parsed_jd.json
395,Resume_7_Health_Informatics_Analyst_skills,wearable health data analyst,47.75,passthrough,80.0,21.0,35.0,41.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=47.75 < 50.0. Top drivers: ATS match=48, Skill match=80, Experience=21.",,,below_review_threshold (47.75 < 50.0),ranked_Wearable_Health_Data_Analyst_parsed_jd.json
396,Resume_5_Health_Information_Analyst_skills,insurance claims analyst,47.55,passthrough,84.0,31.0,51.0,6.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=47.55 < 50.0. Top drivers: ATS match=48, Skill match=84, Experience=31.",,,below_review_threshold (47.55 < 50.0),ranked_Insurance_Claims_Analyst_parsed_jd.json
397,Resume_4_Medical_Data_Analyst_skills,senior clinical data analyst,47.2,passthrough,90.0,10.0,46.0,29.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=47.2 < 50.0. Top drivers: ATS match=47, Skill match=90, Experience=10.",,,below_review_threshold (47.2 < 50.0),ranked_Senior_Clinical_Data_Analyst_parsed_jd.json
398,Resume_4_Medical_Data_Analyst_skills,health information systems analyst,47.1,passthrough,90.0,23.0,46.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=47.1 < 50.0. Top drivers: ATS match=47, Skill match=90, Experience=23.",,,below_review_threshold (47.1 < 50.0),ranked_Health_Information_Systems_Analyst_parsed_jd.json
399,Resume_4_Medical_Data_Analyst_skills,revenue cycle data analyst,47.1,passthrough,90.0,23.0,46.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=47.1 < 50.0. Top drivers: ATS match=47, Skill match=90, Experience=23.",,,below_review_threshold (47.1 < 50.0),ranked_Revenue_Cycle_Analyst_parsed_jd.json
400,Resume_4_Medical_Data_Analyst_skills,healthcare operations analyst,47.1,passthrough,90.0,19.0,46.0,15.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=47.1 < 50.0. Top drivers: ATS match=47, Skill match=90, Experience=19.",,,below_review_threshold (47.1 < 50.0),ranked_Healthcare_Operations_Analyst_parsed_jd.json
401,Resume_7_Health_Informatics_Analyst_skills,healthcare data scientist,47.05,passthrough,80.0,11.0,35.0,24.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=47.05 < 50.0. Top drivers: ATS match=47, Skill match=80, Experience=11.",,,below_review_threshold (47.05 < 50.0),ranked_Healthcare_Data_Scientist_parsed_jd.json
402,Resume_7_Health_Informatics_Analyst_skills,clinical data scientist,47.05,passthrough,80.0,7.0,35.0,29.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=47.05 < 50.0. Top drivers: ATS match=47, Skill match=80, Experience=7.",,,below_review_threshold (47.05 < 50.0),ranked_Clinical_Data_Scientist_parsed_jd.json
403,Resume_4_Medical_Data_Analyst_skills,healthcare statistician,46.9,passthrough,90.0,17.0,46.0,17.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=46.9 < 50.0. Top drivers: ATS match=47, Skill match=90, Experience=17.",,,below_review_threshold (46.9 < 50.0),ranked_healthcare_statistician_biostatistician_parsed_jd.json
404,Resume_4_Medical_Data_Analyst_skills,clinical data analyst,46.9,passthrough,90.0,11.0,46.0,26.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=46.9 < 50.0. Top drivers: ATS match=47, Skill match=90, Experience=11.",,,below_review_threshold (46.9 < 50.0),ranked_Clinical_Data_Analyst_parsed_jd.json
405,Amala_Resume_DS_DA_2026__skills,director of healthcare analytics,46.8,passthrough,90.0,40.0,36.0,100.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=46.8 < 50.0. Top drivers: ATS match=47, Skill match=90, Experience=40.",,,below_review_threshold (46.8 < 50.0),Amala_Resume_DS_DA_2026__skills__Director_of_Healthcare_Analytics_parsed_jd.json
406,Resume_4_Medical_Data_Analyst_skills,ehr data analyst,46.6,passthrough,90.0,18.0,46.0,14.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=46.6 < 50.0. Top drivers: ATS match=47, Skill match=90, Experience=18.",,,below_review_threshold (46.6 < 50.0),ranked_EHR_Data_Analyst_Electronic_Health_parsed_jd.json
407,Resume_4_Medical_Data_Analyst_skills,real world evidence (rwe) analyst,46.6,passthrough,90.0,18.0,46.0,14.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=46.6 < 50.0. Top drivers: ATS match=47, Skill match=90, Experience=18.",,,below_review_threshold (46.6 < 50.0),ranked_Real-World_Evidence_(RWE)_Analyst_parsed_jd.json
408,Resume_4_Medical_Data_Analyst_skills,medical data analyst,46.1,passthrough,90.0,13.0,46.0,19.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=46.1 < 50.0. Top drivers: ATS match=46, Skill match=90, Experience=13.",,,below_review_threshold (46.1 < 50.0),ranked_Medical_Data_Analyst_parsed_jd.json
409,Resume_4_Medical_Data_Analyst_skills,senior healthcare data analyst,46.1,passthrough,90.0,9.0,46.0,25.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=46.1 < 50.0. Top drivers: ATS match=46, Skill match=90, Experience=9.",,,below_review_threshold (46.1 < 50.0),ranked_Senior_Healthcare_Data_Analyst_parsed_jd.json
410,Resume_4_Medical_Data_Analyst_skills,chief data officer,46.0,passthrough,90.0,20.0,46.0,8.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=46.0 < 50.0. Top drivers: ATS match=46, Skill match=90, Experience=20.",,,below_review_threshold (46.0 < 50.0),ranked_Chief_Data_Officer_Healthcare_parsed_jd.json
411,Resume_4_Medical_Data_Analyst_skills,wearable health data analyst,46.0,passthrough,90.0,12.0,46.0,20.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=46.0 < 50.0. Top drivers: ATS match=46, Skill match=90, Experience=12.",,,below_review_threshold (46.0 < 50.0),ranked_Wearable_Health_Data_Analyst_parsed_jd.json
412,Resume_4_Medical_Data_Analyst_skills,public health analyst,45.9,passthrough,90.0,15.0,46.0,15.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=45.9 < 50.0. Top drivers: ATS match=46, Skill match=90, Experience=15.",,,below_review_threshold (45.9 < 50.0),ranked_Public_Health_Analyst_parsed_jd.json
413,Resume_4_Medical_Data_Analyst_skills,health information analyst,45.8,passthrough,90.0,18.0,46.0,10.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=45.8 < 50.0. Top drivers: ATS match=46, Skill match=90, Experience=18.",,,below_review_threshold (45.8 < 50.0),ranked_Health_Information_Analyst_parsed_jd.json
414,Resume_4_Medical_Data_Analyst_skills,predictive analytics specialist,45.8,passthrough,90.0,12.0,46.0,19.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=45.8 < 50.0. Top drivers: ATS match=46, Skill match=90, Experience=12.",,,below_review_threshold (45.8 < 50.0),ranked_Predictive_Analytics_Specialist_parsed_jd.json
